index,song,year,artist,genre,lyrics
2570,not-for-sale,2016,crobot,Rock,
2571,hold-on-for-dear-life,2016,crobot,Rock,
2572,steal-the-show,2016,crobot,Rock,
2573,right-between-the-eyes,2016,crobot,Rock,
2574,play-it-cool,2016,crobot,Rock,"Well there's no time for introductions.
We gotta move quick and get fast.
When the chase is on you don't want to be last - No.
Well you see the sky is fallin' - I saw it with my own eyes.
Don't look back, just run for your lives
[Pre-Chorus]
Don't be afraid, just get inside.
Forget the odds, we'll just let it ride.
Don't be afraid, just get inside.
Lay it on the line.
[Chorus]
Hey! No, it's alright!
Just play it cool, it's on the roll of the dice.
Hey! No, it's alright!
Just play it cool, it's on the roll of the dice.
Betting on your life.
Well I know you think I'm crazy.
And maybe you would not be wrong.
But if I didn't know, how did I last this long?
Better believe they're always watchin'.
They got their evil eyes up high.
You couldn't hide even if you tried.
[Pre-Chorus]
[Chorus]
Betting on your own life
[Pre-Chorus]
Betting on your own life x4"
2575,welcome-to-fat-city,2016,crobot,Rock,
2576,plague-of-the-mammoth,2016,crobot,Rock,"Pitch black blindness
I only see ____
Fearlessly defend
We'll fight till ___
Beneath the heart of the lion
Lies of the primal god
It's the plague of the mammoths x2
Sharpen your edge
We've come to seek revenge
Beware your ___ fakeness(?)
So live out your blindness(?)
You'll need the power of the ___ to bring you back from what we've done
It's the plague of the mammoths x2
Spells to pass (?)
Potions to keep you alive
Kill the past
Save us from the end of time
It's the plague of the mammoths x2
Bringing down the world's desires(?)"
2577,fly-on-the-wall,2014,crobot,Rock,
2578,the-necromancer,2014,crobot,Rock,
2579,la-mano-de-lucifer,2014,crobot,Rock,
2580,skull-of-geronimo,2014,crobot,Rock,
2581,night-of-the-sacrifice,2014,crobot,Rock,
2582,legend-of-the-spaceborne-killer,2014,crobot,Rock,"The legend of the spaceborne killer
Made the front page today
Nobody knows where he came from
Why he's here, or what he'll do to you
I just saw the flashing lights
They blinded me they shined so bright
Is it half bird, half bot, or half alien
Well, I don't know but he's got something in his hand!
The legend of the spaceborne killer
I met face to face today
I couldn't tell just what he wanted
If I had it to give I would've gave it away
I just saw his glowing eyes
They blinded me they shined so bright
Is it half bird, half bot, or half alien
Well, I don't know but he's got something in his hand!
In his hand
Well, in his hand
Well, in his hand
Well, in his hand
No more buildings to stand tall
No, he must've destroyed them all
Is it half bird, half bot, or half alien
Well, I don't know but he's got something in his hand!
Yeah, in his hand
Well, in his hand
Well, in his hand
Well, in his hand"
2583,chupacabra,2014,crobot,Rock,
2584,cloud-spiller,2014,crobot,Rock,
2585,queen-of-the-light,2014,crobot,Rock,
2586,nowhere-to-hide,2014,crobot,Rock,"The hangman's coming, bring him forth
Get your spirit ready to crossover
You won't hide for long behind the dungeon walls
There's no escaping after the hammer falls
Hands to the sky cause it's tumbling down
Cracking a smile as it hits the ground
Speechless and all choked up
Justice attached to a rope
There ain't nowhere to hide on the frontline
Speechless and all choked up
Justice attached to a rope
There ain't nowhere to hide on the frontline
The gallows' swingin' to a dead man's song
Sounds of flaming arrows, a rhythm so strong
Knights are saddled; send the prison hounds
It's a war of the worlds until he's found
Hands to the sky cause it's tumbling down
Cracking a smile as it hits the ground
Speechless and all choked up
Justice attached to a rope
There ain't nowhere to hide on the frontline
Speechless and all choked up
Justice attached to a rope
There ain't nowhere to hide on the frontline
Hands to the sky cause it's tumbling down
Cracking a smile as it hits the ground
Speechless and all choked up
Justice attached to a rope
There ain't nowhere to hide on the frontline
Speechless and all choked up
Justice attached to a rope
There ain't nowhere to hide on the frontline"
2587,wizards,2014,crobot,Rock,
2588,princess,2015,bogart-co,Pop,"I thought we had it so good so true
thought we can really make it
in the beginning ooh it was all right
and after while even better, you remember
Time went by how happy we were
tears in my eyes show what is left today
memories of you and me take the best of me
Then we lost balance everything changed
time was no healer
the love that we used to have so great so true
had turned out to be a bad dream
Time passes on and I stand alone
tears in my eyes I wish I had know
memories of you and me take the best of me
Princess I'll always love you
my princess I always will
princess I'll always
princess I'll always be in love with you
princess I'll always miss you
wonder if you miss me too
princess I'll always
princess I'll always remember you
Deep in my soul it all seems so stange
how quickly our love could change
today is my birthday no letter no card
I pray that is's not a sign
Years wnt by you never forgot
the time has come for me to find out
your memory is the only thing
that is left for me
Princess I'll always love you
my princess I always will
princess I'll always
princess I'll always be in love with you
princess I'll always miss you
wonder if you miss me too
princess I'll always
princess I'll always remember you
Princess I'll always love you
my princess I always will
princess I'll always
princess I'll always be in love with you
princess I'll always miss you
wonder if you miss me too
princess I'll always
princess I'll always
princess I'll always
princess I'll always remember you"
2589,muhtemel-aak,2016,birol-namoalu-gradegpadegn,Other,
2590,cold-kiss,2013,amberian-dawn,Metal,"Far away is the dawn from your eyes, only darkness.
(Only darkness I see in your eyes)
Fearlessly I'm leaning on you in the shadows, in your
World.
And there you find me, my mind is open for your mind.
Meet the night!
Loving your lifeless soul is all too easy.
Still in your lifeless heart there is some beating!
Loving your living soul is just too easy.
The power of love beats death, come and join eternity.
Cold kiss!
Show me how is the world from your eyes 'cause I'm
Envious (Cause I'm envious of your afterlife)
Just one kiss will release me from life - I know you
want it too, I feel you do!
You know I'm longing , you know I want to take you to
Live with the moon!
Loving your lifeless soul is all too easy.
Still in your lifeless heart there is some beating!
Loving your living soul is just too easy.
The power of love beats death, come and join eternity.
Cold kiss!"
2591,charnel-s-ball,2013,amberian-dawn,Metal,"When the night's slowly falling, shadows grow
Longer in the cold moonlight,
The nightbirds are singing their said tunes - then the
Time has come for the charnel's ball.
White bones in the moonlight
Dressed up also in white
Dancing upon their own tombs
Waltzing across the
Graveyard is
Filled with joy
Corpses are looking like toys
Undead girls and boys
Dance in the charnel's ball!
You're asleep and you don't hear a thing, then the
Dead are crawling out of their tombs.
We think death is for eternity but midnight welcomes
The dead to dance.
White bones in the moonlight
Dressed up also in white
Dancing upon their own tombs
Waltzing across the
Graveyard is
Filled with joy
Corpses are looking like toys
Undead girls and boys
Dance in the charnel's ball!"
2592,city-of-corruption,2013,amberian-dawn,Metal,"Mother Earth gave the people
All they ever needed, wanted.
They got a paradise to live in
Eden thrived and prospered.
Life was simple, nature valued,
Earth was giving, the people willing.
Nothing was missing from human
generous was Mother Earth.
In the weak mind of Men jealousy, gluttony took over
And all that they wanted was to own more.
Eden was violated-the vicious, corrupted city
Was swallowed up by the sea and disappeared!
Mother Earth she looked at Eden,
The exploited land, vicious Men.
Took no pity for the city,
Enforced a demise to the land!
She roused the seas to rush to shores,
Swallow all in Eden's doors.
The ingrate people and their city
Taking for granted everything!
In the weak mind of Men jealousy, gluttony took over
And all that they wanted was to own more.
Eden was violated-the vicious, corrupted city
Was swallowed up by the sea and disappeared!"
2593,river-of-tuoni,2010,amberian-dawn,Metal,"Along the black death-land river
The mother runs and tries to find her son
Searching for her lost hero she wades the river deep to her belt in mud
Oh! heavy-hearted am I
Tuoni has taken my son!
Oh! heavy-hearted am I
Tuoni has taken my son!
Fear in her heart she calls her son,
As she rakes the tuoni river and sees the black swan.
Now she wades the river deeper to deathlands shoals and shallows and finds her son.
Oh! heavy-hearted am I
Tuoni has taken my son!
Oh! heavy-hearted am I
Tuoni has taken my son!"
2594,lionheart,2010,amberian-dawn,Metal,"Fiercest hunter, Eye of Ra
lady of Slaughter, Lionheart.
Balm for her heart were destruction and death
deserts rose, from a lethal dose of her steaming breath!
She stalked the land with arrows of fire
From her bloodlust flooded the red Nile
Growing hunger and thirst lies within
as Pharaos ride with a might of hot desert winds.
Fearless goddess the
Lionheart
Sekhmet, Eye of Ra
Ablazing in a midday sun and heat of Sahara!
Hunger of the
Lionheart,
Fiercest Daughter of Ra!
the Nile is running blood-red -
soothe the wildness of the lion goddess!
Cobra and sun disk on her crown
colour of blood red was her gown
Lioness deity with a grin
hunting for prey, in the light of the day she turns on and kills.
She slew the mortals who plotted against Ra
murdered the people around Sahara
Bloodthirsty deity was tricked with a sight
to drink from the Nile, abandon the fight and save humankind!
Fearless goddess the
Lionheart
Sekhmet, Eye of Ra
Ablazing in a midday sun and heat of Sahara!
Hunger of the
Lionheart,
fiercest Daughter of Ra!
the Nile is running blood-red -
soothe the wildness of the lion goddess!"
2595,arctica,2011,amberian-dawn,Metal,"In the genesis of the world
Just the arctic wind was blowing.
Something came into paradise,
The everlasting snow melted away.
Arctica!
You start to think there is something greater than humankind.
Arctica!
The world is crying and the streams are telling how things went wrong.
Sorrow and worry of humankind
Sad stories to find.
The world is growing ice again,
Covering the faults of the human race!
Arctica!
You start to think there is something greater than humankind.
Arctica!
The world is crying and the streams are telling how things went wrong."
2596,the-curse,2011,amberian-dawn,Metal,"Come wind, come icy storm, come thundercloud!
Rise ruthless tempest and make lightning strike!
Wake up You in the bowels of the earth
- tremor the snowy fjells with all my hurt!
Run, now run you fool!
Your fate is to be doomed.
Lonely is the end of unfaithful one.
The price of what you've done
To make me feel so numb
Is to pay it all back with your life
Come wind, come icy storm, come thunder cloud!
Rise ruthless tempest and make lightning strike!
Wake up You in the bowels of the earth
- tremor the snowy fjells with all my hurt!
Run, now run you fool!
Your fate is to be doomed.
Lonely is the end of unfaithful one.
Now my aim is clear
Your payback time is near
Run to wilderness, I'll find you!
The winternight is harsh
It leaves no one a chance
With no pity I will leave you here.
Run, now run you fool!
Your fate is to be doomed.
Lonely is the end of unfaithful one!"
2597,he-sleeps-in-a-grove,2011,amberian-dawn,Metal,"Cold breeze blows in a misty grove
Making dying leaves fall on the forgotten one
Sleeping in a frost-covered ground
Waiting for someone to find his lonely grave
And so did winter come over the grove
With beautiful pure white snow
Covering all tracks of struggle and fight
Of an ending life
On a grove sleeping
Silently sighing
Lonely forgotten this wandering soul
Coldness is creeping
Only one sleeping
In the grove covered with cold winter snow
Northern winter in darkness and cold
Makes the icy tears spring in his lonely soul
Sitting next to his own frozen corpse
He wishes he could rest and haunt no more
After the winter came a blooming spring
White wood anemones within
Where his body rested flowers turned red
As if marking his bloodstained bed
On a grove sleeping
Silently sighing
Lonely forgotten this wandering soul
Coldness is creeping
Only one sleeping
In the grove covered with cold winter snow
On a grove sleeping
Silently sighing
Lonely forgotten this wandering soul
Coldness is creeping
Only one sleeping
In the grove covered with cold winter snow"
2598,saga,2011,amberian-dawn,Metal,"When one must overcome
And one must fight for light and some
Came across the power of the sea
Or the blowing of the North-wing.
Then were the times ahead
For men in victory or death
Still bravery of them is told in Saga!
These stories are about the
Honour of the brave men
Stories about ancient feuds,
Tales of worthy men.
Heroic deeds are part of
History, then man's worth was
Determinated by glory in battle - in arms and war.
When one must overcome
And one must fight for light and some
Came across the power of the sea
Or the blowing of the North-wing.
Then were the times ahead
For men in victory or death
Still bravery of them is told in Saga!
Noble men the Sunborn sons
They fought for their fatherland
Next to their kings and their gods
For their dignity.
These stories - the Sunborn Sagas - seal the bravery
Of young valiant warriors
Riding to glory.
When one must overcome
And one must fight for light and some
Came across the power of the sea
Or the blowing of the North-wing.
Then were the times ahead
For men in victory or death
Still bravery of them is told in Saga!"
2599,valkyries,2011,amberian-dawn,Metal,"Ravens over battlefield are marking the chosen
Brave northern warriors to their last fight
Shield maidens ride the wolves in the sky with ravens
Scouting the battleground for souls of slain heroes
Choosers of slain
Valkyries ride through the night sky
Singing fierce battle-cries
Valkyries, choosers of slain
Come ride their wolves
Howling wolves in the night carrying female deities
Escort the dead warriors to Odin's hall
Armour of Valkyries flashes up over the skies
Shading a strange light, the northern lights
Choosers of slain
Valkyries ride through the night sky
Singing fierce battle-cries,
Valkyries, choosers of slain
Come ride their wolves"
2600,incubus,2011,amberian-dawn,Metal,"""It's not a dream and it's not your imagination.""
I'm lying in my bedroom restless at nights
And feeling someone's lying next to my side
I hear a heavy breathing - someone's next to me
And watching me
Sweet dreams now come to me
Your flesh is weak
I sense and know it's presence yet I'm asleep
Someone is preying upon my sleeping mind
Whispering
Calling, desiring
And squeezing with all its might
It's trying to take over and choke me
A nightmare seizes in a freezing grip
I feel cold fingers running taking a grip
This spirit lurking in my sleep
And giving in I'll sleep forever more
Sweet dreams now come to me
Your flesh is weak
I sense and know it's presence yet I'm asleep
Someone is preying upon my sleeping mind
Whispering
Calling, desiring
And squeezing with all its might
It's trying to take over and choke me
""The flesh is weak
Walk in the spirit
And ye shall not fulfill
The lust of the flesh""
I sense and know it's presence yet I'm asleep
Someone is preying upon my sleeping mind
Whispering
Calling, desiring
And squeezing with all its might
It's trying to take over and choke me"
2601,shallow-waters,2011,amberian-dawn,Metal,"In the middle of the forest wild
He's kneeling in front of a pond so wide
Staring into dark and silent waters
He joins the stream taking the hand of other
See how your brothers lay in waters
If you just let them hide their tears
Shallow waters eating brothers
Darkest whirlpool let me pass
Stream of sorrow wide and narrow
Let this sad soul pass your halls
Shallow waters eating brothers
Darkest whirlpool let me pass
Stream of sorrow wide and narrow
Let this sad soul pass your hollow halls
In wells' abysses he dwelled in dark and deep
In the kingdom of Ahti he's the knight of eels
Reclaiming from the stream my brother and my kin
I'm reaching the great blackness that him binds
See how your brothers lay in waters
If you just let them hide their tears
Shallow waters eating brothers
Darkest whirlpool let me pass
Stream of sorrow wide and narrow
Let this sad soul pass your halls
Shallow waters eating brothers
Darkest whirlpool let me pass
Stream of sorrow wide and narrow
Let this sad soul pass your hollow halls
Shallow waters eating brothers
Darkest whirlpool let me pass
Stream of sorrow wide and narrow
Let this sad soul pass your halls
Shallow waters eating brothers
Darkest whirlpool let me pass
Stream of sorrow wide and narrow
Let this sad soul pass your hollow halls"
2602,lost-soul,2011,amberian-dawn,Metal,"Leaving the life behind
Searching his will and
Searching his hope
Searching the peace of mind
Off to the valley
Off to the shore
Off to the seven seas
Wandering man and
Wandering soul
Wander land of dreams
Now long and dark is the road
And heavy is the load
And you're about to fall into emptiness
Your eyes are losing the light
Now long and dark is the road
And heavy is the load
And you're about to fall into emptiness
Your eyes are losing the light
Take me into your arms
Take away
Take me with thee and flee
Calm restless heart
Calm sirens call
Calm me before I fall
Aching in me and
Ache in my veins
Ache from the venom sweet
Forgive me my love
I'm already lost
No more for you to keep
Now long and dark is the road
And heavy is the load
And you're about to fall into emptiness
Your eyes are losing the light
Now long and dark is the road
And heavy is the load
And you're about to fall into emptiness
Your eyes are losing the light
Now long and dark is the road
And heavy is the load
And you're about to fall into emptiness
Your eyes are losing the light
Now long and dark is the road
And heavy is the load
And you're about to fall into emptiness
Your eyes are losing the light"
2603,fate-of-the-maiden,2015,amberian-dawn,Metal,
2604,passing-bells,2015,amberian-dawn,Metal,
2605,sunrise,2015,amberian-dawn,Metal,
2606,lullaby,2015,amberian-dawn,Metal,
2607,the-evil-inside-me,2015,amberian-dawn,Metal,
2608,my-wings-are-my-eyes,2015,amberian-dawn,Metal,"Spent years in tears
Drown myself in fears
Lived in a cage filling
My life with rage
Tied my wings so tightly
Gravity feel mighty
Needed to feel the wind
Under my wings!
My wings are my eyes
I'm seeing the blue skies
I'll fly, I'll fly away
And will find my way!
Lost the joy of living
Closed my self from feeling
Lost the ability to fly and flee
Left my world with tears
Iron cage with fears
Strenghened my wings
Now I'm learning to fly!
My wings are my eyes
I'm seeing the blue skies
I'll fly, I'll fly away
And will find my way!"
2609,my-only-scar,2015,amberian-dawn,Metal,
2610,los-hermanos,2013,ciclonautas,Rock,
2611,como-caballo-en-celo,2013,ciclonautas,Rock,
2612,el-mostrador-de-dios,2013,ciclonautas,Rock,
2613,sucio-y-desprolijo,2013,ciclonautas,Rock,
2614,demasiado-estuche,2013,ciclonautas,Rock,
2615,veneno,2013,ciclonautas,Rock,
2616,tristes-corazones,2013,ciclonautas,Rock,
2617,arde-babylon,2013,ciclonautas,Rock,
2618,las-vaquitas-ajenas,2013,ciclonautas,Rock,
2619,el-orador,2013,ciclonautas,Rock,
2620,la-baba-del-saurio,2013,ciclonautas,Rock,
2621,que-corra-el-aire,2013,ciclonautas,Rock,
2622,pozoia,2013,ciclonautas,Rock,
2623,el-dromedario,2013,ciclonautas,Rock,
2624,loca,2013,ciclonautas,Rock,
2625,cocodrilo-dado-vuelta,2013,ciclonautas,Rock,
2626,el-cuento-de-nadie,2013,ciclonautas,Rock,
2627,demencio-lacruz,2013,ciclonautas,Rock,
2628,la-virtud-del-caos,2013,ciclonautas,Rock,
2629,kamikaze-del-nido,2013,ciclonautas,Rock,
2630,en-el-paraguay,2013,ciclonautas,Rock,
2631,say-something,2013,a-great-big-world-christina-aguilera,Indie,"Say something, I'm giving up on you
I'll be the one, if you want me to
Anywhere, I would've followed you
Say something, I'm giving up on you
And I am feeling so small
It was over my head
I know nothing at all
And I will stumble and fall
I'm still learning to love
Just starting to crawl
Say something, I'm giving up on you
I'm sorry that I couldn't get to you
Anywhere, I would've followed you
Say something, I'm giving up on you
And I will swallow my pride
You're the one that I love
And I'm saying goodbye
Say something, I'm giving up on you
And I'm sorry that I couldn't get to you
And anywhere, I would have followed you
Oh, oh, oh, oh say something, I'm giving up on you
Say something, I'm giving up on you
Say something"
2632,the-way-it-is,2015,chicken-shack,Jazz,
2633,sad-clown,2015,chicken-shack,Jazz,
2634,webbed-feet,2015,chicken-shack,Jazz,
2635,pocket,2015,chicken-shack,Jazz,
2636,when-the-train-comes-back,2015,chicken-shack,Jazz,
2637,tears-in-the-wind,2015,chicken-shack,Jazz,
2638,you-ain-t-no-good,2015,chicken-shack,Jazz,
2639,andalucian-blues,2015,chicken-shack,Jazz,
2640,the-letter,2015,chicken-shack,Jazz,"Yes, I want to write a letter
But I don't know just where to begin
Yes, I want to write a letter, people
But I don't know just where to begin
Well, I tell you, it's a sin, people
The way I've been treated by my so called friends
Yes, if I got a dollar
They want to borrow half a buck
Whoa, and if I want to gamble
They want to jinx me and give me bad luck
So, I tell you it's a sin, people
The way I've been treated by my so called friends
Yes, they say friends
They're the greatest thing in the world
Yes, they say close, close friends
They're the greatest thing in the world
But I think that's all wrong people
Because my best friend have taken my girl"
2641,san-ho-zay,2015,chicken-shack,Jazz,
2642,i-d-rather-go-blind,2015,chicken-shack,Jazz,"Something told me it was over
when I saw you and him talking
Something deep down in my soul said ""Cry boy""
when I saw you and him out walking
I would rather, I would rather go blind girl
than to see you walk away from me child
So you see I love you so much
I dont want to see you leave me baby
most of all I just dont, I just don''t want to be free
I was just, I was just sitting here thinking
of your kiss and your warm embrace child
When the reflection in the glass
that I been held to my lips now baby
revealed the tears I had on my face
I would rather, I would rather be blind child
than to see you walk away from me
Baby, baby, baby I would rather go blind
than to see you walk away from me"
2643,see-see-baby,2015,chicken-shack,Jazz,
2644,sweet-sixteen,2014,chicken-shack,Jazz,"How about it? How about it? It takes a lot of people to make it possible
So give 'em a big hand. Everybody is working to try to make it nicer
Anyway! As I leave you... a little bit of Sweet Sixteen for the guys
Just a taste - give me see for Sweet Sixteen...
When I first met you baby, baby you were just sweet sixteen
First met you baby, baby you was just sweet sixteen
Just left your home then baby, oh the sweetest thing I'd ever seen
But you wouldn't do nothing for me baby, you wouldn't do anything I asked you to
You wouldn't do nothing for me baby, oh you wouldn't do anything I asked you to
You know you ran away from your home baby, and now you want to run away from old me too
My brother's in Korea baby, my sister's down in New Orleans
Brother's in Korea baby, oh sister sister down in New Orleans
You know I'm having so much troubles people, baby I wonder what in the world is gonna happen to me
Oh yes sweet sixteen baby...sweet sixteen...oh yes
The sweetest thing baby, oh yes
The sweetest thing I ever seen
You know I'm having so much trouble people, baby I wonder what in the world's gonna happen to me
Sweet sixteen...sweet sixteen oh yes
You know I'm having so much trouble people
Baby I wonder
Yes I wonder
Baby I wonder
I wonder what in the world's gonna happen to me"
2645,i-wanna-see-my-baby,2014,chicken-shack,Jazz,
2646,get-like-you-used-to-be,2014,chicken-shack,Jazz,
2647,remington-ride,2014,chicken-shack,Jazz,
2648,a-woman-is-the-blues,2014,chicken-shack,Jazz,
2649,baby-s-got-me-crying,2014,chicken-shack,Jazz,
2650,the-right-way-is-my-way,2014,chicken-shack,Jazz,
2651,tell-me,2014,chicken-shack,Jazz,
2652,fishing-in-your-river,2014,chicken-shack,Jazz,
2653,pony-and-trap,2014,chicken-shack,Jazz,
2654,mean-old-world,2014,chicken-shack,Jazz,"This is a mean old world, try livin' by yourself
This is a mean old world, try livin' by yourself
Can't get the one your lovin' have to use somebody else
I got the blues, gonna pack my bags and go
Yes, I got the blues, gonna pack my bags and go
Yes, I guess you really don't love me
I'm just an unlucky so and so.
Sometimes I wonder why - can your love be so cool
Yeah, sometimes I wonder why - can your love be so cool
Yes, I guess you don't really don't love me
I'm just an unlucky so and so
This is a mean old world,
Try and live in by yourself,
This is a mean old world,
Try and live in by yourself,
Can't get the one you're lovin'
Yes, you got to use somebody else
You know, I hate to remember
What a fool I used to be
Yes, I hate to remember
What a fool I used to be
I give you all my lovin'
Look how you mistreat me
You know, I smile to keep from worrying
And I laugh to keep from crying
Yes, I smile to keep from worrying, people
You know, I laugh to keep from crying
And that's so's I don't let the public know
What's on my worried mind
Someday baby,
When the blood runs cold in my veins
I said someday baby,
When the blood runs cold in my veins
You won't have to hurt old me no more
'Cause my heart won't feel no pain"
2655,kulleri,2006,drita-alili,Not Available,"Qe nga dita kur te pash
me ke interesu
qenke simpatik te thash
e ndoshta kam gabu.
Komplimentet i pranon
sikur dicka pa rendesi
por ske faj
kuller je ti.
Ndoshta je mesuar
t'gjitha tet pranojne
un do te jem ajo
qe ty do te thot jo.
Po kuller te gjithe te thon
i bukur ska ku shkon
por per mua kjo gje
nuk mjafton."
2656,mos-shko,2006,drita-alili,Not Available,"Zemer mos shko
hej engjulli im te lutem kupto
se paku nje shikim me dhuro
nese per fund te flas pe degjo.
Ti me zemren time mbreteron
me at shikim shpirtin ma ledhaton
gabimet gjithkush i permireson
prej gabimeve njeriu meson.
Me meso,me trego se si te te dashuroj
me afro me lejo vec pak tet perqafoj
je shum e bukur per cdo nate te enderoj
por ndarjen ne mes neve nuk mundem ta lejoj.
Kam bere gabime e pranoj
por tash cdo gje do te ndryshoj
me the ne fillim mos tet lendoj
e tash don te shkosh nuk e kuptoj
te dua,te dua,te dua si te tingelloj.
As un ndarjen se dua
por e ndjej se sme don mua
shume te kam toleruar
e ti vec me ke lenduar.
Cdo gje me kujtohet mua
qe nga dita e pare
shume te kam duruar
gjersa jemi ndare.
E tash koha shkon
e kthim prapa nuk ka
gabimet nuk ti fali
se te gjitha i kam pa.
Por une shpresoj prap
per nje dite me te mir
edhe pse e di
se kthimi eshte i veshtire.
Ref:
Te lutem zemer mos shko
mos u lut por me dashuro
me trego shpirt a me do
po po po po.
Nga un mos u frigo
edhe nje rast me dhuro
hej engjull me thuaj po
te lutem me trego.
A te prekin kujtimet
A te mungojn momentet
mos i haro takimet
mbaj ne mend ledhatimet.
Te gjitha i mbaj ne mend
kur e verteta dhemb
dhe e kaluara tregoi
kush kend e dashuroi.
Prandaj ti mos provo
se une leht smashtrohem
provoje njeher kupto
sjam femer qe pendohem.
A te pengonte suksesi im
isha aj me shume guxim
nje sakrific qe ia vlen
kur zemren dikush ta then.
Buzeqeshjen dua te ta kthej
syve tu tu jap shkelqim
asnjeher un me nuk genjej
jeta pa ty nuk ka kuptim.
Ref:
Te lutem zemer mos shko
mos u lut por me dashuro
me trego shpirt a me do
po po po po.
Ndryshimet nuk i dua
kur me thua sje per mua
nuk duroj me fjal te tilla
per ty me mbyti deshira.
Jo askujt si imponohem
gabimisht nuk dashurohem
keto fjale ty te dedikohen
prej teje sdua te largohem.
Fillimin mir e di
ne kur kishim dashuri
te vetmen pasuri
qe e kishim un dhe ti.
Per nje fjale te mire
nje qellim nje deshire
nje kujtim ne kete jete
tash mua sme len te qete.
Premtimet nuk mjaftuan
ne sikur su kuptuam
se ti kishe tjeter qellim
un rezerv e pa kuptim.
Prandaj nuk te besoj
por edhe nje rast te ofroj
asnje gabim me sfal
se nuk je i vetmi djal.
Ref:
Te lutem zemer mos shko
mos u lut por me dashuro
me trego shpirt a me do
po po po po."
2657,team-drama,2008,the-automatic-automatic,Rock,"What can I say?
I've got no room to complain
Every mistake I made was out, okay
But you're asking me questions
Making suggestions
Telling me how to do what I do best
Considering we don't play requests
It's nice to see you're taking some interest
Things are playing on my mind
I can't wait to leave behind
This small place
Walking crisis
Make sure everyone knows your pain
Keep a surprise not your private lives
To make sure we're all entertained
And it's a shame that shit goes wrong
But it happens to the rest of us
Considering we don't play requests
It's nice to see you're taking some interest
Things are playing on my mind
I'll be here till closing time
I can't wait to leave behind
This small place
Drama, go team, go team, go team, go
Drama, go team, go team, go team, go
Drama, go team, go team, go team, go
Drama, go team, go team, go team, go
Things are playing on my mind
I'll be here till closing time
I can't wait to leave behind
This small place, this small place"
2658,recover,2008,the-automatic-automatic,Rock,"Can't fight! There's no escaping the facts
I tried to help but I failed
To solve the problems so much
Of good intentions
I want my wasted hours back
And I want my head to clear
And I have this bad taste in my mouth
From late nights and bad films
Get up! Recover! Cause you'll never dance again!
Get up! Recover! Cause you'll never dance again!
I'm drip fed these pictures
And now my words abandon me
The fraction that still me
Said this lives not all it could be
Now did you catch what I said?
Did you catch what I said?
One by one my ideas fade
And there's nothing left to say
Get up! Recover! Cause you'll never dance again!
Get up! Recover! Cause you'll never dance again!
Get up! Recover! Cause you'll never dance again!
Get up! Recover! Cause you'll never dance again!
Can't fight, decide a future
Let's dance, you're so robotic
Times up, refill the meter
This disappointment's so electric
(x2)
Get up! Recover! Cause you'll never dance again!
Get up! Recover! Cause you'll never dance again!
Get up! Recover! Cause you'll never dance again!
Get up! Recover! Cause you'll never dance again!
By GumoÂ® Montevideo-Uruguay"
2659,on-the-campaign-trail,2008,the-automatic-automatic,Rock,"One place for all this distance
We've got so displaced
The life that you've always wanted
A thousand miles away
Like no man's like an architect
Like moving in one place
We can live forever
We could fade away
Borrowed time and missing faces
No home in a million places
I don't want a change of pace
I can't do anything else
Borrowed time and missing faces
No home in a million places
I don't want a change of pace
I can't do anything else
Now I have your attention
It's just a matter of time
Till you question what I'm saying
Make me justify
Every word in every line
That does not seem to fit
But the meaning's not so important
As long as you mean it
Borrowed time and missing faces
No home in a million places
I don't want a change of pace
I can't do anything else
Borrowed time and missing faces
No home in a million places
I don't want a change of pace
I can't do anything else
The life that I wanted
Is frozen in motion
The life that I wanted
Is frozen in motion
Borrowed time and missing faces
No home in a million places
I don't want a change of pace
I can't do anything else
Borrowed time and missing faces
No home in a million places
I don't want a change of pace
I can't do anything else
I can't do anything else
I can't do anything else
I can't do anything else"
2660,that-s-what-she-said,2008,the-automatic-automatic,Rock,"Pack up your accents, pack up your batteries
Now go marching back to the factory
A bunch of dresses down to the mattress
Car park asphalt tastes good, actually
Pack up your accents, pack up your batteries
Now go marching back to the factory
A bunch of dresses down to the mattress
Car park asphalt tastes good, actually
Is anyone thinking anything at all?
Is anyone thinking anything at all?
Is anyone thinking anything at all?
Is anyone thinking anything?
I know I had something to say
It lost it?s meaning and it faded away
I know I had something to say
It lost it?s meaning and it faded away
So punk is dead and this is so new
Your revolution cooked up in a boardroom
Like the message on your t-shirt
I don't know what it means but the colors really work
Pack up your accents, pack up your batteries
Now go marching back to the factory
A bunch of dresses down to the mattress
Car park asphalt tastes good, actually
Is anyone thinking anything at all?
Is anyone thinking anything at all?
Is anyone thinking anything at all?
Is anyone thinking anything?
I know I had something to say
It lost it?s meaning and it faded away
I know I had something to say
It lost it?s meaning and it faded away
I know I had something to say
It lost it?s meaning and it faded away
?"
